"","carat","cut","color","clarity","depth","table","price","x","y","z"
"10364",1.23,"Ideal","I","SI2",62.3,55,4773,6.85,6.82,4.26
"15698",0.35,"Ideal","F","SI1",61.5,54,607,4.57,4.6,2.82
"23439",1.55,"Ideal","I","VVS2",61.3,59,11430,7.41,7.46,4.56
"18469",1.5,"Premium","J","SI1",61.2,61,7518,7.43,7.37,4.53
"51269",0.82,"Fair","H","SI2",65.1,58,2358,5.86,5.81,3.8
"27295",1.72,"Premium","G","VS1",59.4,60,17765,7.86,7.82,4.66
"27886",0.3,"Ideal","G","VVS2",62.5,53,655,4.31,4.33,2.7
"25378",0.31,"Ideal","E","VS2",61.7,55,642,4.35,4.37,2.69
"25374",0.39,"Ideal","J","VS2",61.2,56,642,4.71,4.74,2.89
"35226",0.33,"Ideal","F","VVS1",61.1,56,893,4.45,4.48,2.73
"41150",0.52,"Ideal","G","SI1",61.1,55,1197,5.22,5.26,3.2
"1682",0.74,"Ideal","H","VS1",61.6,55,3030,5.79,5.83,3.58
"52709",0.8,"Ideal","H","SI1",62.4,57,2553,5.97,5.95,3.72
"39173",0.35,"Ideal","D","VS2",61.8,55,1063,4.56,4.53,2.81
"48709",0.7,"Very Good","G","SI1",61.7,57,2010,5.65,5.8,3.53
"25102",1.53,"Ideal","H","VVS2",62.2,57,13629,7.32,7.37,4.57
"22884",1.37,"Ideal","G","VS1",62.2,55,10927,7.09,7.12,4.42
"47924",0.56,"Ideal","G","VS1",62.2,55,1915,5.31,5.27,3.29
"19056",1.01,"Premium","E","VS1",62.9,60,7839,6.36,6.32,3.99
"30613",0.3,"Good","D","SI2",63.2,57,447,4.21,4.24,2.67
"47648",0.23,"Ideal","F","VVS2",61.9,57,530,3.93,3.96,2.44
"36687",0.39,"Premium","E","VS2",61.3,61,951,4.7,4.66,2.87
"40117",0.41,"Ideal","F","VVS2",61.7,57,1115,4.73,4.8,2.94
"2540",0.72,"Premium","D","VS2",60.6,57,3205,5.82,5.79,3.52
"27694",0.41,"Ideal","J","VS1",62.7,54,648,4.75,4.79,2.99
"9788",1.01,"Ideal","E","SI2",62.2,54,4666,6.39,6.43,3.99
"35562",0.35,"Ideal","G","VS1",61.9,55,906,4.53,4.51,2.8
"10083",0.95,"Very Good","E","SI1",62.8,59,4711,6.21,6.25,3.91
"19719",1.5,"Very Good","I","SI1",63.1,59,8291,7.16,7.23,4.54
"17415",1.51,"Very Good","J","SI1",63.5,58,6976,7.29,7.24,4.61
"38587",0.39,"Ideal","F","VVS2",61.9,54.8,1036,4.68,4.69,2.9
"16379",0.29,"Very Good","F","VVS1",59.8,61,609,4.31,4.35,2.59
"39706",0.5,"Very Good","H","SI1",63.5,56,1089,5.01,5.04,3.19
"6237",0.9,"Ideal","H","VS2",62.6,57,4007,6.19,6.15,3.86
"31214",0.32,"Premium","D","SI1",60.9,60,756,4.41,4.39,2.68
"8166",1.01,"Premium","G","SI2",62.4,58,4362,6.38,6.41,3.99
"43323",0.51,"Ideal","E","SI1",61.7,57,1402,5.15,5.12,3.17
"10473",1.01,"Fair","F","VS2",64.8,56,4791,6.3,6.25,4.07
"45681",0.54,"Ideal","E","VS2",61.6,59,1695,5.21,5.24,3.22
"25826",1.51,"Premium","E","VS2",62.6,60,14844,7.28,7.22,4.54
"48483",0.51,"Good","E","VVS2",62,60.5,1980,5.05,5.08,3.15
"13725",0.3,"Good","E","VS2",59.7,63,603,4.32,4.35,2.59
"17009",1.33,"Ideal","H","SI2",62.3,55,6791,7.01,7.08,4.39
"50074",0.51,"Premium","F","VVS2",60.5,59,2203,5.17,5.15,3.12
"36588",0.33,"Ideal","G","IF",61.3,55,946,4.49,4.51,2.76
"32923",0.44,"Ideal","E","SI1",62.6,56,810,4.84,4.9,3.05
"4979",0.8,"Very Good","H","VVS1",61.9,56,3737,5.93,5.96,3.69
"12951",1.01,"Ideal","H","SI1",61.7,57,5387,6.37,6.44,3.96
"3790",0.73,"Ideal","F","VVS2",61.7,54,3463,5.82,5.76,3.57
"23744",2,"Premium","J","VS1",62,62,11793,8.02,7.91,4.94
"8431",1.03,"Very Good","H","SI1",63.4,62,4406,6.46,6.27,4.05
"10774",1.02,"Premium","G","SI1",60.7,60,4855,6.51,6.48,3.94
"9850",1.01,"Premium","F","SI2",61.9,58,4676,6.39,6.34,3.94
"11062",0.28,"Good","F","VVS2",61.2,62,596,4.16,4.21,2.56
"33906",0.3,"Premium","E","VS2",62,58,844,4.29,4.26,2.65
"30269",0.3,"Premium","G","VS1",60.8,61,725,4.34,4.31,2.63
"34758",0.41,"Premium","H","SI1",62.9,58,876,4.73,4.72,2.97
"44920",0.53,"Ideal","D","SI1",61.7,56,1631,5.15,5.23,3.2
"13401",0.32,"Ideal","F","VS2",62.4,57,602,4.37,4.44,2.75
"21455",1.04,"Ideal","E","VVS2",62,58,9552,6.54,6.46,4.03
"51129",0.72,"Ideal","I","VVS2",62.4,53,2340,5.75,5.78,3.6
"38742",0.35,"Very Good","G","IF",62.2,58,1044,4.45,4.52,2.79
"21452",1.72,"Premium","H","SI1",62,57,9551,7.67,7.63,4.74
"49219",0.71,"Very Good","G","SI2",61.3,58,2081,5.73,5.75,3.52
"12446",1.17,"Ideal","J","VS1",62.5,57,5242,6.68,6.63,4.16
"12698",0.38,"Ideal","D","SI2",62,53,599,4.68,4.71,2.91
"36589",0.33,"Ideal","G","IF",61,56,946,4.48,4.5,2.74
"15276",1.01,"Ideal","G","VS2",60.4,61,6132,6.45,6.5,3.91
"6355",0.9,"Ideal","E","SI1",60.1,56,4034,6.3,6.35,3.8
"25849",2,"Premium","G","SI1",59.3,60,14918,8.19,8.13,4.84
"3015",0.76,"Ideal","D","SI1",62,57,3306,5.88,5.92,3.66
"30413",0.32,"Premium","G","VVS2",60.2,60,730,4.42,4.45,2.67
"39280",0.34,"Good","H","SI1",63.7,57,490,4.44,4.45,2.83
"32063",0.33,"Ideal","D","SI1",62.5,54,780,4.44,4.43,2.77
"30200",0.42,"Good","F","SI1",63.3,56,722,4.75,4.79,3.02
"5132",1,"Good","E","SI2",57.7,65,3763,6.59,6.55,3.79
"11992",1.04,"Ideal","F","SI1",61.2,56,5145,6.54,6.6,4.02
"20448",1.51,"Premium","I","SI1",62.7,61,8794,7.33,7.27,4.58
"10140",1.04,"Premium","D","SI2",61,59,4724,6.51,6.54,3.98
"37786",0.57,"Very Good","I","SI2",62.1,57,1000,5.29,5.33,3.3
"32773",0.34,"Ideal","D","SI1",62.8,55,803,4.5,4.45,2.81
"41402",0.52,"Ideal","F","SI1",62,53,1223,5.16,5.2,3.21
"18997",1.01,"Premium","E","VS1",60.8,59,7821,6.42,6.46,3.92
"9375",0.32,"Ideal","I","VVS1",62.5,55,589,4.37,4.4,2.74
"33808",0.32,"Ideal","G","VVS1",62.4,55,842,4.37,4.38,2.73
"18932",1.02,"Very Good","E","VS1",60.1,59,7779,6.48,6.53,3.91
"6093",0.9,"Very Good","D","SI2",62.2,57,3975,6.11,6.15,3.81
"19208",1.59,"Premium","J","VS2",62.6,59,7953,7.45,7.43,4.66
"7581",1,"Premium","F","SI2",61.5,58,4255,6.38,6.41,3.93
"30654",0.33,"Ideal","D","SI1",61.9,55,736,4.45,4.47,2.76
"51219",0.59,"Ideal","D","VS2",60.9,57,2352,5.42,5.48,3.32
"8462",1.08,"Premium","F","SI2",62.3,58,4414,6.55,6.52,4.07
"30998",0.35,"Ideal","F","VS2",62.1,54,747,4.55,4.58,2.83
"50653",0.31,"Premium","H","VS1",62.4,58,544,4.32,4.36,2.71
"35787",0.32,"Ideal","D","VS2",62,54,912,4.39,4.42,2.73
"28507",0.3,"Ideal","G","VS1",61.4,55,673,4.38,4.32,2.67
"12561",1.69,"Premium","J","I1",60.2,61,5277,7.79,7.7,4.66
"39331",0.51,"Premium","G","SI1",61.4,58,1071,5.17,5.14,3.16
"9344",1.03,"Ideal","G","SI2",61.8,55,4582,6.46,6.51,4.01
"25197",1.56,"Ideal","G","VS2",62.3,53,13787,7.41,7.49,4.64
"18933",1.59,"Premium","D","SI2",59.4,61,7779,7.62,7.56,4.51
"25868",1.26,"Premium","E","VVS1",59.8,59,14952,6.99,7.08,4.21
"10484",0.9,"Ideal","F","SI1",61.8,58,4795,6.21,6.24,3.85
"10899",1.02,"Premium","H","SI1",60.5,60,4884,6.58,6.51,3.96
"22606",1.79,"Ideal","J","VS2",61.8,56,10658,7.74,7.85,4.82
"11402",1.04,"Premium","H","SI1",61,58,4999,6.54,6.6,4.01
"44996",0.31,"Premium","I","SI1",61.4,61,523,4.39,4.34,2.68
"34711",0.37,"Ideal","D","SI1",61.5,57,874,4.63,4.6,2.84
"47872",0.52,"Ideal","G","VVS2",61.7,56,1911,5.14,5.16,3.18
"30901",0.31,"Good","F","VS2",64.2,59,744,4.3,4.23,2.74
"18726",1.5,"Fair","F","SI2",65.4,58,7644,7.17,7.1,4.67
"1457",0.8,"Ideal","E","SI2",61,55,2978,6,6.03,3.67
"11735",1.04,"Very Good","G","SI1",61.8,59,5070,6.49,6.55,4.03
"4273",0.79,"Premium","E","VS1",62.6,56,3583,5.92,5.87,3.69
"32687",0.31,"Very Good","G","VS1",63.2,57,802,4.33,4.28,2.72
"27786",0.41,"Premium","H","SI2",60.9,60,649,4.84,4.81,2.94
"29740",0.32,"Ideal","G","VVS2",61.6,56,708,4.42,4.44,2.73
"24015",1.52,"Ideal","F","SI1",62.2,56,12183,7.41,7.31,4.58
"16896",1.18,"Good","G","SI1",58,59,6743,6.98,7.03,4.06
"32438",0.43,"Ideal","F","SI1",61.6,57,792,4.8,4.85,2.97
"23916",1.02,"Ideal","E","VVS1",62.2,58,12035,6.42,6.44,4
"30278",0.3,"Very Good","D","SI2",61.2,60,447,4.28,4.31,2.63
"15943",1,"Ideal","G","VS2",62.4,59,6377,6.36,6.4,3.98
"8602",1.03,"Good","D","SI1",64.3,58,4441,6.31,6.28,4.05
"26204",1.5,"Ideal","F","VS2",61.9,56,15584,7.33,7.31,4.53
"38684",0.3,"Ideal","F","VVS1",61.6,57,1041,4.33,4.34,2.67
"23005",1.02,"Premium","E","VVS1",61.5,59,11062,6.41,6.46,3.96
"46075",0.5,"Premium","F","VS2",61.4,59,1736,5.12,5.1,3.14
"10978",1.01,"Good","H","VS2",59.6,64,4909,6.53,6.45,3.87
"36531",0.42,"Ideal","I","VVS1",62.4,57,945,4.83,4.79,3
"26633",1.51,"Very Good","F","VS1",60,60,16402,7.39,7.42,4.44
"19119",1,"Ideal","G","VVS2",59.8,54,7885,6.58,6.54,3.92
"11249",1.02,"Ideal","F","SI2",61.6,56,4968,6.47,6.5,3.99
"35480",0.36,"Very Good","G","VS1",61.4,55,903,4.63,4.65,2.85
"18538",1.56,"Good","H","SI2",59.2,59,7554,7.46,7.54,4.44
"25634",1.51,"Premium","G","VS1",60.1,58,14507,7.48,7.45,4.49
"16675",1.2,"Premium","H","VS2",62.8,59,6666,6.75,6.7,4.22
"48737",0.78,"Ideal","H","SI2",61.9,54,2012,5.89,5.85,3.63
"39744",0.47,"Good","I","VVS1",61.8,62,1093,4.94,4.97,3.06
"10034",0.31,"Ideal","H","SI1",61.2,58,417,4.37,4.39,2.68
"503",0.7,"Premium","E","VS2",62.6,56,2822,5.71,5.66,3.56
"47457",0.53,"Ideal","D","VS2",61.4,55,1857,5.21,5.25,3.21
"8771",0.8,"Very Good","H","VVS1",62.9,58,4468,5.82,5.88,3.68
"46874",0.53,"Ideal","E","VS2",61.4,56,1813,5.24,5.21,3.21
"36784",0.34,"Ideal","G","VVS1",62.1,55,956,4.49,4.46,2.78
"1319",0.72,"Good","G","VS1",58,57.8,2958,5.85,5.87,3.4
"10529",1,"Premium","E","SI1",59.1,58,4805,6.52,6.44,3.83
"14951",1,"Very Good","F","VS1",58.4,63,6021,6.58,6.47,3.81
"19022",0.27,"Ideal","F","VVS2",61.4,57,620,4.17,4.2,2.57
"346",0.7,"Very Good","D","SI1",62.3,58,2804,5.69,5.73,3.56
"5578",0.9,"Very Good","E","SI1",62.9,55,3863,6.18,6.22,3.9
"37933",0.26,"Very Good","H","VVS2",60.5,56,486,4.13,4.16,2.51
"28112",0.36,"Ideal","D","SI1",62,56,663,4.55,4.61,2.84
"3265",0.78,"Premium","E","VS1",60.9,57,3360,5.94,5.88,3.59
"36690",0.39,"Premium","E","VS2",60.1,61,951,4.76,4.72,2.85
"24587",1.64,"Premium","E","SI1",61.8,59,12896,7.55,7.51,4.65
"5335",0.9,"Very Good","H","VS2",61.6,63,3810,6.14,6.1,3.77
"52185",0.7,"Good","H","VVS2",63.7,54,2477,5.72,5.62,3.61
"46895",0.56,"Ideal","F","VS2",62.6,55,1814,5.29,5.25,3.3
"32627",0.23,"Very Good","D","VVS2",62.4,53,458,3.94,3.95,2.46
"6332",0.83,"Ideal","F","VS1",62,57,4030,6.02,5.97,3.72
"15671",1.18,"Very Good","G","SI1",60.8,58,6286,6.81,6.85,4.15
"42543",0.6,"Premium","F","SI1",62.9,59,1323,5.39,5.31,3.37
"16178",1,"Very Good","F","VS1",62.9,56,6468,6.38,6.43,4.03
"17012",1.07,"Ideal","G","VS1",61.8,57,6793,6.52,6.58,4.05
"37853",0.33,"Premium","D","VVS2",62.6,56,1002,4.47,4.44,2.79
"34416",0.3,"Ideal","G","IF",61.2,57,863,4.35,4.38,2.67
"6932",1.01,"Good","F","SI2",58.2,61,4140,6.47,6.53,3.78
"10748",1,"Good","F","SI1",63.4,61,4851,6.29,6.35,4.01
"7606",0.73,"Ideal","D","VS1",61.9,55,4258,5.78,5.81,3.59
"4466",0.7,"Very Good","D","VVS2",62.3,56,3622,5.66,5.7,3.54
"11747",1.06,"Premium","H","SI1",61,58,5075,6.61,6.57,4.02
"7619",1.01,"Very Good","D","SI2",58.9,56,4260,6.55,6.59,3.87
"8137",1.01,"Good","E","SI2",63.3,58,4355,6.37,6.39,4.04
"47536",0.51,"Very Good","G","VVS1",63.2,59,1871,5.04,5.09,3.2
"24003",1.74,"Premium","I","VS2",58.6,59,12168,7.99,7.87,4.65
"35900",0.32,"Ideal","G","IF",61.3,54,918,4.41,4.47,2.72
"6123",1.02,"Very Good","F","SI2",61.1,62,3984,6.49,6.54,3.98
"38389",0.42,"Ideal","E","VS2",62.2,55,1024,4.83,4.79,2.99
"7198",0.85,"Ideal","E","VS1",63,57,4189,6.08,5.99,3.8
"43791",0.56,"Very Good","F","SI1",63.2,56,1441,5.29,5.24,3.33
"24345",2,"Fair","F","SI2",59.8,68,12610,8.13,7.95,4.81
"43310",0.51,"Premium","F","VS2",62.7,59,1402,5.04,5.07,3.17
"40704",0.4,"Ideal","E","VVS2",62.1,56,1158,4.7,4.73,2.93
"17373",0.32,"Good","D","SI2",63.9,58,612,4.33,4.31,2.76
"42122",0.4,"Ideal","D","VVS1",62.8,57,1279,4.65,4.68,2.93
"45773",0.53,"Ideal","E","VS2",60.8,55,1707,5.26,5.3,3.21
"47405",0.5,"Very Good","F","VS1",61.4,58,1849,5.05,5.14,3.13
"25463",1.66,"Premium","D","SI1",62,59,14224,7.55,7.6,4.7
"6532",0.92,"Ideal","G","SI2",62.4,56,4068,6.21,6.23,3.88
"53252",0.72,"Very Good","E","SI1",58.9,58,2646,5.88,5.91,3.47
"17691",0.91,"Very Good","E","VVS2",61.1,61,7131,6.24,6.2,3.8
"14440",1.14,"Ideal","H","VS2",61.6,56,5831,6.68,6.72,4.13
"53767",0.7,"Ideal","F","VS1",62.5,56,2726,5.7,5.73,3.57
"49640",0.32,"Premium","G","SI2",62.7,58,540,4.39,4.35,2.74
"7362",1,"Good","D","SI2",61.5,63,4218,6.27,6.32,3.87
"31017",0.31,"Very Good","G","VVS1",61.5,55,749,4.36,4.4,2.69
"45175",0.53,"Ideal","F","VS2",61.2,56,1655,5.22,5.25,3.2
"16685",0.31,"Ideal","H","SI2",61.1,56,421,4.4,4.42,2.69
"30861",0.33,"Ideal","G","VS2",62,57,743,4.47,4.44,2.76
"49481",0.78,"Good","I","SI1",63.1,56,2116,5.82,5.88,3.69
"13037",0.36,"Very Good","F","SI1",60.3,58,600,4.6,4.65,2.79
"31766",0.35,"Ideal","E","VS1",61.1,55,773,4.56,4.58,2.79
"31465",0.4,"Very Good","G","SI2",63.2,56,765,4.73,4.7,2.98
"5767",0.9,"Very Good","F","SI1",63.4,56,3898,6.06,6.12,3.86
"12157",1.31,"Premium","E","SI2",61.2,60,5176,7.02,6.93,4.27
"3168",0.75,"Ideal","F","SI1",61.8,56,3336,5.84,5.87,3.62
"12672",1.23,"Premium","J","VS1",60.1,60,5304,6.95,6.9,4.16
"3863",0.72,"Ideal","G","VS1",60.4,57,3478,5.81,5.84,3.52
"34661",0.31,"Ideal","E","VS2",61.7,55,872,4.36,4.33,2.68
"4559",0.9,"Ideal","H","SI1",61.5,57,3644,6.17,6.23,3.81
"48258",0.7,"Premium","J","VS1",59.6,62,1953,5.77,5.7,3.42
"45566",0.52,"Ideal","E","VS2",61.1,57,1689,5.18,5.2,3.17
"45229",0.46,"Very Good","F","VVS1",61.4,57,1657,4.95,4.99,3.05
"5017",0.9,"Very Good","J","VVS1",60.4,60,3746,6.23,6.28,3.78
"28965",0.31,"Premium","H","SI1",62.7,58,435,4.31,4.34,2.71
"2992",1.08,"Fair","J","SI2",64.9,60,3302,6.46,6.32,4.15
"13342",1.46,"Fair","G","SI2",64.6,54,5504,7.11,7.03,4.57
"29814",0.3,"Premium","D","SI1",62.5,59,709,4.28,4.26,2.67
"5561",1,"Premium","F","SI2",61.7,58,3858,6.36,6.32,3.91
"13246",1.2,"Very Good","G","SI2",60.2,63,5474,6.81,6.84,4.11
"17824",1.08,"Ideal","G","VS2",62.3,54,7187,6.59,6.61,4.11
"42492",0.59,"Premium","F","SI2",61.9,61,1319,5.38,5.33,3.31
"45036",0.54,"Premium","E","SI1",61.6,61,1637,5.23,5.2,3.21
"25614",1.51,"Very Good","E","VS2",63.3,56,14482,7.3,7.26,4.61
"53933",0.7,"Very Good","E","VS2",60.5,59,2757,5.71,5.76,3.47
"41315",0.45,"Ideal","G","VVS2",61.2,56,1213,4.96,4.91,3.02
"16195",1.07,"Premium","G","VS2",60.5,56,6471,6.71,6.64,4.04
"7073",0.33,"Ideal","G","VS2",62.5,57,579,4.39,4.41,2.75
"38135",0.3,"Ideal","G","VVS1",62.2,57,1013,4.31,4.27,2.67
"13381",0.3,"Ideal","F","VS2",62,53.7,601,4.31,4.33,2.68
"37581",0.35,"Ideal","D","VS1",63,57,990,4.51,4.48,2.83
"32315",0.36,"Ideal","E","VS2",60.8,56,789,4.6,4.64,2.81
"47901",0.76,"Good","I","SI1",64.1,59,1914,5.73,5.75,3.68
"4920",0.9,"Fair","H","VS2",64.6,54,3725,6.09,6.14,3.95
"24",0.31,"Very Good","J","SI1",59.4,62,353,4.39,4.43,2.62
"16919",1.01,"Very Good","E","VS2",61.6,58,6754,6.43,6.49,3.98
"8403",0.9,"Very Good","G","SI1",62.9,54,4401,6.14,6.16,3.87
"40953",0.42,"Ideal","D","VS1",61.5,54,1179,4.79,4.84,2.96
"48501",0.71,"Very Good","J","VS1",63.3,55,1981,5.66,5.62,3.57
"45198",0.51,"Premium","G","VS1",62.5,58,1656,5.09,5.11,3.19
"10913",1.14,"Very Good","H","SI1",59.2,58,4890,6.8,6.86,4.04
"4866",0.92,"Very Good","G","SI2",62.4,60,3713,6.18,6.22,3.87
"2864",0.73,"Ideal","E","VS2",61.9,55,3275,5.76,5.8,3.57
"7211",1.01,"Good","H","SI1",64,58,4191,6.37,6.31,4.06
"35421",0.4,"Premium","G","SI1",62,59,900,4.72,4.7,2.92
"25249",1.76,"Premium","D","SI2",59.6,58,13867,7.9,7.86,4.7
"15719",0.3,"Premium","H","VS2",61.1,59,608,4.37,4.3,2.65
"12745",1.2,"Ideal","J","VS2",61.8,55,5318,6.84,6.86,4.23
"49782",0.61,"Ideal","E","VS1",61.6,57,2161,5.42,5.45,3.35
"10439",0.91,"Very Good","F","SI1",62.3,58,4785,6.14,6.19,3.84
"48361",0.56,"Very Good","E","VS2",61.1,57,1963,5.33,5.37,3.27
"8612",0.84,"Very Good","D","VS1",60.6,57,4443,6.06,6.15,3.7
"14798",1.27,"Very Good","I","SI1",63.1,59,5953,6.83,6.87,4.32
"3544",0.73,"Ideal","D","VS2",62.7,53,3412,5.76,5.79,3.62
"40572",0.4,"Ideal","D","VVS2",61.4,56,1152,4.8,4.75,2.93
"43071",0.46,"Very Good","G","VS1",60,56,1378,5.05,5.1,3.04
"36247",0.41,"Ideal","E","VS2",61.6,55,935,4.75,4.79,2.94
"36670",0.32,"Ideal","F","IF",61.2,57,949,4.4,4.42,2.7
"3693",0.7,"Premium","G","IF",60,59,3447,5.75,5.79,3.46
"16320",1.22,"Very Good","G","SI2",59.2,61,6531,6.99,6.92,4.12
"46970",0.32,"Ideal","I","VS1",61.4,55.3,529,4.39,4.42,2.7
"50262",0.54,"Premium","G","VVS1",60.7,56,2236,5.3,5.25,3.2
"9501",1.13,"Premium","I","VS2",62,58,4611,6.64,6.69,4.13
"6050",0.32,"Premium","I","VS2",62.6,58,576,4.42,4.37,2.75
"40282",0.3,"Ideal","I","VVS2",62.2,56,495,4.25,4.3,2.66
"18697",0.32,"Good","F","VVS2",62.5,61,619,4.32,4.38,2.72
"16719",0.3,"Very Good","D","VS2",62.9,55,610,4.31,4.34,2.72
"19485",1.07,"Ideal","G","VVS2",62.8,57,8120,6.56,6.46,4.09
"1513",0.81,"Premium","D","SI2",61.7,58,2994,5.97,5.93,3.67
"34542",0.4,"Ideal","G","VS1",61.8,57,868,4.73,4.75,2.93
"22425",1.19,"Ideal","F","VS1",60.5,57,10449,6.82,6.88,4.15
"24044",0.38,"Good","H","SI1",63.3,57,633,4.58,4.62,2.91
"4438",1.05,"Ideal","J","SI2",61.6,57,3616,6.55,6.51,4.02
"1500",0.69,"Very Good","F","VVS2",61.5,60,2993,5.64,5.67,3.48
"52064",0.7,"Very Good","E","SI2",62.8,59,2453,5.64,5.69,3.56
"33607",0.31,"Very Good","G","SI1",62.4,55,462,4.31,4.34,2.7
"8348",1.02,"Very Good","E","SI2",63,57,4398,6.39,6.44,4.04
"13147",1.11,"Good","G","SI2",59.7,61,5438,6.72,6.69,4
"2246",0.7,"Good","E","VS1",58.7,60,3148,5.79,5.83,3.41
"8866",0.92,"Fair","E","SI1",66.8,55,4482,6.04,5.99,4.02
"8472",1.01,"Premium","F","SI2",62.2,59,4416,6.41,6.45,4
"48050",0.72,"Ideal","J","SI2",61.7,55,1926,5.77,5.81,3.57
"17661",1.23,"Ideal","I","VVS1",62.1,57,7117,6.9,6.83,4.26
"51283",0.77,"Premium","E","SI2",58.2,60,2360,6.01,5.95,3.48
"38520",0.34,"Ideal","E","VS1",62.1,56,1033,4.5,4.48,2.79
"46288",0.5,"Ideal","E","VS1",62,58,1755,5.09,5.14,3.17
"48384",0.7,"Premium","G","SI2",62,59,1966,5.62,5.58,3.47
"28670",0.24,"Ideal","F","VVS2",61,56,678,4.05,4.08,2.48
"43769",0.54,"Premium","H","VS2",62.6,58,1439,5.19,5.16,3.24
"45077",0.52,"Ideal","E","VS2",61,57,1644,5.19,5.21,3.17
"22411",1.52,"Premium","D","SI2",59.8,60,10433,7.42,7.5,4.46
"10644",1.11,"Very Good","G","VS2",63.4,56,4834,6.62,6.54,4.18
"42861",0.5,"Very Good","F","VS2",60.8,61,1357,5.04,5.09,3.08
"11876",1.07,"Ideal","H","VS2",61.8,56,5108,6.52,6.55,4.04
"49263",0.71,"Fair","F","SI1",62.6,57,2088,5.73,5.68,3.57
"19348",1.56,"Good","I","SI2",58.5,61,8048,7.58,7.63,4.45
"45860",0.7,"Very Good","G","SI2",63.4,57,1715,5.62,5.58,3.55
"15267",1.2,"Premium","H","SI1",61.2,57,6129,6.91,6.78,4.19
"18394",1.42,"Ideal","H","SI2",62.2,56,7475,7.21,7.16,4.47
"498",0.7,"Premium","D","SI1",60.2,60,2822,5.82,5.75,3.48
"50079",0.51,"Ideal","F","VVS2",61.2,56,2203,5.19,5.17,3.17
"12009",1.14,"Very Good","I","VS1",63.3,56,5148,6.68,6.6,4.2
"53565",1,"Premium","H","I1",61.3,60,2695,6.39,6.43,3.93
"21861",1.23,"Ideal","G","VVS2",62.4,55,9921,6.8,6.88,4.27
"41060",0.5,"Very Good","D","SI1",60.7,59,1190,5.11,5.04,3.08
"22500",1.28,"Ideal","G","VS1",62.1,56,10537,6.97,6.94,4.32
"52740",0.71,"Good","F","VS1",58,61,2559,5.83,5.85,3.39
"32154",0.28,"Ideal","F","VVS2",61.5,57,787,4.19,4.24,2.59
"52298",0.25,"Very Good","E","VVS1",62.6,57,548,3.98,4.01,2.5
"25360",0.31,"Very Good","G","VVS1",61.9,55,642,4.36,4.4,2.71
"15563",1.01,"Premium","G","VS1",59.9,59,6239,6.48,6.51,3.89
"11195",1,"Ideal","G","SI1",62.2,57,4956,6.45,6.38,3.99
"32106",0.36,"Ideal","D","VS1",61.8,55,781,4.54,4.58,2.82
"17883",1.33,"Ideal","H","SI1",62.7,56,7217,7.04,6.99,4.4
"34477",0.38,"Ideal","E","VS2",60.1,56,866,4.69,4.72,2.83
"32831",0.33,"Ideal","E","VS1",61.5,54,806,4.46,4.49,2.75
"42817",0.5,"Very Good","E","SI1",60.7,61,1354,5.09,5.13,3.1
"11006",1.14,"Very Good","E","SI2",62.6,56,4915,6.63,6.69,4.17
"2082",1.01,"Good","H","I1",63.2,58,3110,6.33,6.39,4.02
"2684",0.9,"Very Good","H","SI1",63.2,61,3242,6.12,6.03,3.84
"30540",0.31,"Ideal","D","VS2",61.9,56,734,4.34,4.38,2.7
"34733",0.37,"Premium","E","VS1",60.4,58,876,4.61,4.66,2.8
"44473",0.54,"Ideal","D","SI1",62.6,55,1595,5.19,5.23,3.26
"16039",0.3,"Premium","I","VS1",62.9,59,608,4.3,4.22,2.68
"17911",1.38,"Premium","H","VS1",61,60,7233,7.21,7.16,4.38
"30357",0.3,"Very Good","D","VVS2",59,59,729,4.4,4.42,2.6
"1642",0.5,"Good","D","VVS2",62.4,64,3017,5.03,5.06,3.14
"6628",1.28,"Good","H","SI2",56.8,62,4086,7.22,7.16,4.08
"20754",1.59,"Very Good","E","SI2",61.1,57,8994,7.48,7.54,4.59
"49271",0.64,"Ideal","E","SI1",62,56,2089,5.57,5.53,3.44
"13776",1.7,"Fair","D","I1",64.7,56,5617,7.46,7.37,4.8
"471",0.7,"Premium","F","VS2",61.8,60,2818,5.69,5.64,3.5
"5543",0.93,"Ideal","I","SI1",62.5,55,3856,6.23,6.29,3.91
"12841",1.03,"Very Good","G","SI1",59.4,60,5353,6.61,6.66,3.94
"15218",1.01,"Premium","G","VS2",59.2,59,6108,6.59,6.52,3.88
"32666",0.31,"Ideal","G","VS1",61.5,56,802,4.43,4.39,2.71
"4639",0.85,"Very Good","D","SI1",60.3,57,3669,6.09,6.22,3.71
"8711",0.31,"Ideal","G","VS1",62.3,54,586,4.31,4.33,2.69
"15827",1.2,"Premium","H","VS2",61.4,59,6333,6.79,6.75,4.16
"42277",0.23,"Very Good","D","VVS2",61.9,60,505,3.9,3.95,2.43
"14897",1.26,"Premium","H","SI2",58.6,59,5998,7.09,7.04,4.14
"40337",0.51,"Ideal","E","SI2",61.3,61,1128,5.13,5.15,3.15
"13404",0.32,"Very Good","F","VS2",61.2,58,602,4.38,4.41,2.69
"35674",0.4,"Ideal","D","VS2",62.2,55,909,4.72,4.74,2.94
"36785",0.34,"Ideal","G","VVS1",62.5,53,956,4.49,4.47,2.8
"34552",0.38,"Ideal","F","VS2",62.2,54,870,4.64,4.66,2.89
"26953",1.75,"Premium","F","VS2",61.4,58,17017,7.72,7.76,4.75
